date,name,km,km/h,Points,Airfield,Club,Region of club,Aircraft
31/1/2020,Robert Nicholls,751.57,125.66,807.31,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
31/1/2020,Nick Woods,713.27,127.16,695.8017,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
31/1/2020,Rami Zeltner,595.62,83.89,677.68,Tocumwal,AFG Zürich,AU-NSW,LS 4
31/1/2020,John Jurotte,527.17,102.35,635.62,Pipers Field,Bathurst Soaring Club,AU-NSW,Mosquito
31/1/2020,Norm Bloch,525.02,124.61,571.26,Beverley,Beverley Soaring Society,AU-WA,JS3 TJ 18m
31/1/2020,Sean Young,415.96,84.93,389.28,Pipers Field,Bathurst Soaring Club,AU-NSW,ASW 20
31/1/2020,Jim Staniforth,388.06,90.04,383.76,Lake Keepit,N/A,AU-NSW,ASG 29 E 18m
30/1/2020,Matthew Atkinson,856.93,118.31,931.3432,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
30/1/2020,Jim Staniforth,560.86,114.25,558.92,Lake Keepit,N/A,AU-NSW,ASG 29 E 18m
30/1/2020,Grant Heaney,412.12,78.62,530.25,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-48 Jantar Std. 2
30/1/2020,Nick Woods,459.05,90.65,498.35712,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
30/1/2020,Bernie Sizer,402.6,88.94,470.78,Tocumwal,Southern Riverina Gliding Club,AU-NSW,PIK-20 B
30/1/2020,Grant Heaney,412.15,78.62,469.24,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
30/1/2020,Neil Campbell,377.84,84.33,445.79,Horsham,Gliding Club of Victoria,AU-VIC,ASW 24
30/1/2020,Andy Benton,212.57,62,242.36,Horsham,Bendigo Gliding Club,AU-VIC,N/A
29/1/2020,Matthew Atkinson,860.8,121.77,928.2289,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
29/1/2020,Jim Staniforth,564.85,106.06,608.21,Lake Keepit,N/A,AU-NSW,ASG 29 E 18m
29/1/2020,Andy Benton,216.75,62.41,218.61,Horsham,Bendigo Gliding Club,AU-VIC,N/A
28/1/2020,Matthew Atkinson,550.32,107.94,467.64154,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
28/1/2020,Andy Benton,62.04,31.1,77.24,Horsham,Bendigo Gliding Club,AU-VIC,G 102 Astir CS
27/1/2020,Robert Nicholls,459.97,97.38,464.84,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
27/1/2020,Matthew Atkinson,388.5,95.15,394.0907,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
27/1/2020,David McIlroy,365.07,76.8,372.89,Temora,Canberra Gliding Club,AU-NSW,LS 6 WL
27/1/2020,Nathan Johnson,303.48,78.54,344.337,Warwick,Temora Gliding Club,AU-QLD,Std. Cirrus WL
27/1/2020,Casey Lewis,293.32,100.68,304.42,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
27/1/2020,Jacques Graells,290.02,103.72,303.64,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
27/1/2020,Nick Woods,273.41,81.69,273.1748,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
27/1/2020,John Clark,236.24,99.91,255.17,Lake Keepit,N/A,AU-NSW,DG 808C Competition 18m
27/1/2020,Grant Heaney,181.97,70.99,182.9,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
26/1/2020,Robert Nicholls,564.72,104.5,618.84,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
26/1/2020,Stephan Soell,427.97,70.04,499.65768,Tocumwal,Osnabrücker Verein für Luftfahrt,AU-NSW,LS 4
26/1/2020,Grant Heaney,448.6,80.35,488.33,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
26/1/2020,Nick Woods,358.41,79.57,377.6899,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
26/1/2020,Jacques Graells,311.16,87.28,318.81,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
26/1/2020,Casey Lewis,305.62,106.8,312.76,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
26/1/2020,David McIlroy,283.82,58.54,303.26,Temora,Canberra Gliding Club,AU-NSW,LS 6 WL
26/1/2020,John Jurotte,151.38,72.82,167.71,Pipers Field,Bathurst Soaring Club,AU-NSW,Mosquito
26/1/2020,Andrew King,85.86,71.11,89.84,Beverley,Beverley Soaring Society,AU-WA,DG 1000S 20m
25/1/2020,Stephan Soell,531.48,74.6,601.7827,Tocumwal,Osnabrücker Verein für Luftfahrt,AU-NSW,LS 4
25/1/2020,Robert Nicholls,363.89,97.64,366.71,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
25/1/2020,Jacques Graells,228.91,97.45,241.61,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
25/1/2020,Casey Lewis,218.78,94.96,232.46,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
25/1/2020,David McIlroy,138.64,62.85,140.57,Temora,Canberra Gliding Club,AU-NSW,LS 6 WL
25/1/2020,David Meredith,36.94,28.32,43.04,Horsham,Geelong Gliding Club,AU-VIC,N/A
24/1/2020,Stephan Soell,483.61,78.03,599.4558,Tocumwal,Osnabrücker Verein für Luftfahrt,AU-NSW,LS 4
24/1/2020,Robert Nicholls,453.98,98.62,460.16,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
24/1/2020,Nick Woods,322.63,100.26,323.22186,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
24/1/2020,Allan Gartland,308.33,74.72,309.59,Beverley,Beverley Soaring Society,AU-WA,SZD-41 Jantar Std.
24/1/2020,Phil Callander,24.87,41.96,28.27,Benalla,Gliding Club of Victoria,AU-VIC,LS 4
22/1/2020,Jim Staniforth,471.21,107.66,482.39,Lake Keepit,N/A,AU-NSW,ASG 29 E 18m
22/1/2020,John Orton,284.12,103.31,304.1,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
22/1/2020,John Jurotte,232.73,81.79,250.99,Pipers Field,Bathurst Soaring Club,AU-NSW,Mosquito
21/1/2020,Robert Nicholls,373.74,89.57,403.29,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
21/1/2020,Stephan Soell,353.37,62.63,394.55768,Tocumwal,Osnabrücker Verein für Luftfahrt,AU-NSW,LS 4
21/1/2020,Grant Heaney,326.18,60.63,367.69,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
21/1/2020,Nick Woods,281.26,79.01,270.18234,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
20/1/2020,Andrew King,179.27,77.79,192.46,Beverley,Beverley Soaring Society,AU-WA,DG 1000M 20m
19/1/2020,Nathan Johnson,141.71,75.94,160.004,Warwick,Temora Gliding Club,AU-QLD,Std. Cirrus WL
18/1/2020,Robert Nicholls,472.18,107.9,511.58,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
18/1/2020,Nick Woods,455.74,111.48,479.23447,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
18/1/2020,Grant Heaney,421.41,92.89,444.56,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
18/1/2020,John Orton,356.24,107.46,353.61,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
17/1/2020,Nick Woods,510.08,114.6,502.4773,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
17/1/2020,Stephan Soell,245.82,64.33,279.54614,Tocumwal,Osnabrücker Verein für Luftfahrt,AU-NSW,LS 4
17/1/2020,Kotaro Shimoda,153.46,49.94,197.8,Benalla,N/A,AU-VIC,SZD-51 Junior
16/1/2020,Nick Woods,138.48,66.36,132.38487,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
15/1/2020,Lisa Trotter,406.85,80.57,464.27,Lake Keepit,Kingaroy Soaring Club,AU-NSW,LS 8
15/1/2020,Ailsa McMillan,534.44,93.94,459.44,Lake Keepit,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
15/1/2020,Ulrike Teichmann,398.02,81.89,370.78,Lake Keepit,LSV Hofgeismar,AU-NSW,LS 8
15/1/2020,Kathryn Fosha,358.57,77.6,336.45514,Lake Keepit,Sierra Soaring Club,AU-NSW,Discus b
14/1/2020,Jacques Graells,715.12,111.65,770.05,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
14/1/2020,Ulrike Teichmann,548.09,100.65,629.43,Lake Keepit,LSV Hofgeismar,AU-NSW,LS 8
14/1/2020,Lisa Trotter,546.26,105.88,627.24,Lake Keepit,Kingaroy Soaring Club,AU-NSW,LS 8
14/1/2020,Grant Heaney,574.84,103.12,619.35,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
14/1/2020,Ailsa McMillan,546.16,106.97,574.8,Lake Keepit,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
14/1/2020,Kathryn Fosha,374.57,97.42,352.53552,Lake Keepit,Sierra Soaring Club,AU-NSW,Discus b
13/1/2020,Ailsa McMillan,595.45,116.08,627.06,Lake Keepit,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
13/1/2020,Lisa Trotter,536.85,105.36,618.14,Lake Keepit,Kingaroy Soaring Club,AU-NSW,LS 8
13/1/2020,Ulrike Teichmann,492.51,104.47,571.55,Lake Keepit,LSV Hofgeismar,AU-NSW,LS 8
13/1/2020,Kathryn Fosha,446.16,74.16,514.6486,Lake Keepit,Sierra Soaring Club,AU-NSW,Discus b
12/1/2020,John Jurotte,268.03,88.35,316.94,Cootamundra,Bathurst Soaring Club,AU-NSW,Mosquito
12/1/2020,Peter Brew,43.97,49.7,60.11,Cootamundra,Southern Cross Gliding Club,AU-NSW,SZD-51 Junior
11/1/2020,Norm Bloch,351.67,88.96,300.56,Beverley,Beverley Soaring Society,AU-WA,JS3 TJ 18m
11/1/2020,Nick Woods,87.18,48.93,85.85294,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
10/1/2020,Ailsa McMillan,426.39,65.47,379.99,Lake Keepit,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
10/1/2020,Lisa Trotter,334.84,57.17,318.78,Lake Keepit,Kingaroy Soaring Club,AU-NSW,LS 8
10/1/2020,Norm Bloch,357.91,84.72,306.29,Beverley,Beverley Soaring Society,AU-WA,JS3 TJ 18m
10/1/2020,Ulrike Teichmann,325.11,50.92,305.87,Lake Keepit,LSV Hofgeismar,AU-NSW,LS 8
10/1/2020,Kathryn Fosha,295.25,57.15,282.0972,Lake Keepit,Sierra Soaring Club,AU-NSW,Discus b
9/1/2020,Ulrike Teichmann,479.08,79.81,544.86,Lake Keepit,LSV Hofgeismar,AU-NSW,LS 8
9/1/2020,Ailsa McMillan,505.49,95.68,522.22,Lake Keepit,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
9/1/2020,Lisa Trotter,477.6,83.99,516.19,Lake Keepit,Kingaroy Soaring Club,AU-NSW,LS 8
9/1/2020,Kathryn Fosha,363.51,86.38,371.88504,Lake Keepit,Sierra Soaring Club,AU-NSW,Discus b
9/1/2020,John Jurotte,239.43,69.38,229.3,Cootamundra,Bathurst Soaring Club,AU-NSW,Mosquito
9/1/2020,Leonie Furze,184.72,71.24,222.75,Temora,Temora Gliding Club,AU-NSW,Std. Libelle
8/1/2020,Ailsa McMillan,607.97,114.87,605.14,Lake Keepit,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
8/1/2020,Ulrike Teichmann,482.25,102.9,557.99,Lake Keepit,LSV Hofgeismar,AU-NSW,LS 8
8/1/2020,Lisa Trotter,473.32,101.16,546.65,Lake Keepit,Kingaroy Soaring Club,AU-NSW,LS 8
8/1/2020,Kathryn Fosha,453.35,91.87,495.89908,Lake Keepit,Sierra Soaring Club,AU-NSW,Discus b
8/1/2020,Jacques Graells,479.42,125,450.8,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
8/1/2020,Norm Bloch,365.31,89.18,382.38,Beverley,Beverley Soaring Society,AU-WA,JS3 TJ 18m
8/1/2020,Andrew King,214.28,73.64,289.33,Beverley,Beverley Soaring Society,AU-WA,G 102 Club Astir
7/1/2020,Ailsa McMillan,443.44,104.82,460.75,Lake Keepit,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
7/1/2020,Norm Bloch,392.82,113.86,420.35,Beverley,Beverley Soaring Society,AU-WA,JS3 TJ 18m
7/1/2020,John Jurotte,319.44,90.59,379.43,Cootamundra,Bathurst Soaring Club,AU-NSW,Mosquito
7/1/2020,Lisa Trotter,388.75,91.95,369.53,Lake Keepit,Kingaroy Soaring Club,AU-NSW,LS 8
7/1/2020,Ulrike Teichmann,376.39,87.88,351.67,Lake Keepit,LSV Hofgeismar,AU-NSW,LS 8
7/1/2020,Kathryn Fosha,331.03,81.92,334.717,Lake Keepit,Sierra Soaring Club,AU-NSW,LS 1-f
6/1/2020,Ailsa McMillan,523.42,89.09,525.58,Lake Keepit,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
6/1/2020,Norm Bloch,481.99,129.58,407.57,Beverley,Beverley Soaring Society,AU-WA,JS3 TJ 18m
6/1/2020,Kathryn Fosha,385.89,69.03,385.29532,Lake Keepit,Sierra Soaring Club,AU-NSW,Discus b
6/1/2020,Lisa Trotter,373.3,76.79,348.46,Lake Keepit,Kingaroy Soaring Club,AU-NSW,LS 8
5/1/2020,Ulrike Teichmann,525.57,90.3,566.87,Lake Keepit,LSV Hofgeismar,AU-NSW,LS 8
5/1/2020,Lisa Trotter,503.53,102.99,546.5,Lake Keepit,Kingaroy Soaring Club,AU-NSW,LS 8
5/1/2020,Norm Bloch,444.42,117.04,468.78,Beverley,Beverley Soaring Society,AU-WA,JS3 TJ 18m
5/1/2020,Ailsa McMillan,486.78,78.36,413.64,Lake Keepit,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
5/1/2020,Kathryn Fosha,404.56,67.27,382.5458,Lake Keepit,Sierra Soaring Club,AU-NSW,Discus b
4/1/2020,Ian Steventon,655.87,109.6,713.87274,Cootamundra,Hunter Valley Gliding Club,AU-NSW,Duo Discus
4/1/2020,Lisa Trotter,514.11,104.69,601.55,Lake Keepit,Kingaroy Soaring Club,AU-NSW,LS 8
4/1/2020,Ulrike Teichmann,480.45,92.34,568.97,Lake Keepit,LSV Hofgeismar,AU-NSW,LS 8
4/1/2020,Kathryn Fosha,447.32,87.56,533.48035,Lake Keepit,Sierra Soaring Club,AU-NSW,Discus b
4/1/2020,Ailsa McMillan,523.39,113.26,526.53,Lake Keepit,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
4/1/2020,Norm Bloch,420.87,106.83,360.53,Beverley,Beverley Soaring Society,AU-WA,JS3 TJ 18m
4/1/2020,Andres Webersinke,255.56,106.11,275.71545,Cootamundra,Southern Cross Gliding Club,AU-NSW,DG 1000S 20m
4/1/2020,Patrick Dunn,274.51,88.39,252.52,Leeton,Waikerie Gliding Club,AU-NSW,Kestrel 17m
4/1/2020,Mike Sabin,128.5,64.14,128.5,Boonah,Boonah Gliding Club,AU-QLD,Nimbus 3T 25.5m
3/1/2020,Norm Bloch,456.45,135.31,410.49,Beverley,Beverley Soaring Society,AU-WA,JS3 TJ 18m
3/1/2020,Jacques Graells,334.02,118.75,325.79,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
3/1/2020,Jaroslaw Mosiejewski,226.28,71.91,268.34,Tocumwal,Geelong Gliding Club,AU-NSW,PIK-20 D
2/1/2020,David Holmes,599.2,118.87,649.02,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 18m
2/1/2020,Jacques Graells,344.11,151.98,332.5,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
2/1/2020,Jim Staniforth,285.96,88.44,323.55,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Duo Discus
2/1/2020,Grant Heaney,303.25,64.78,319.78,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
2/1/2020,Lisa Trotter,253.17,102.65,281.09,Lake Keepit,Kingaroy Soaring Club,AU-NSW,LS 8
2/1/2020,Ulrike Teichmann,242.49,95.25,227.31,Lake Keepit,LSV Hofgeismar,AU-NSW,LS 8
1/1/2020,Lisa Trotter,440.28,86.96,509.27,Lake Keepit,Kingaroy Soaring Club,AU-NSW,LS 8
1/1/2020,Jacques Graells,374.57,124.01,397.6,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
1/1/2020,Kathryn Fosha,321.58,88.75,374.3028,Lake Keepit,Sierra Soaring Club,AU-NSW,Discus b
1/1/2020,David Holmes,348.51,110.37,366.10336,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,ASG 29 E 18m
1/1/2020,Robert Nicholls,366.36,87.03,363.74,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
1/1/2020,Michael Durrant,213.94,87.72,225.37,Leeton,Geelong Gliding Club,AU-NSW,SZD-38 Jantar 1
1/1/2020,Patrick Dunn,138.99,68.6,159.6,Leeton,Waikerie Gliding Club,AU-NSW,Kestrel 17m
1/1/2020,Nick Woods,156.98,65.09,155.1042,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
31/12/2019,Ulrike Teichmann,384.24,88.59,424.54,Lake Keepit,LSV Hofgeismar,AU-NSW,LS 8
31/12/2019,Ailsa McMillan,368.89,103.04,386.05,Lake Keepit,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
31/12/2019,David Holmes,361.56,132.04,367.19498,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,ASG 29 E 18m
31/12/2019,Kathryn Fosha,353.23,75.94,335.6897,Lake Keepit,Sierra Soaring Club,AU-NSW,Discus b
30/12/2019,Ian Steventon,715.25,112.92,763.26184,Cootamundra,Hunter Valley Gliding Club,AU-NSW,Duo Discus
30/12/2019,Nick Woods,400.39,104.03,390.63528,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
30/12/2019,Michael Durrant,291.4,104.9,325.86,Leeton,Geelong Gliding Club,AU-NSW,SZD-38 Jantar 1
30/12/2019,Ailsa McMillan,332.12,110.96,307.58,Lake Keepit,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
30/12/2019,Jacques Graells,364.86,112.29,305.02,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,JS1 TJ 18m
30/12/2019,Patrick Dunn,303.56,107.94,278.18,Leeton,Waikerie Gliding Club,AU-NSW,Kestrel 17m
30/12/2019,Andrew King,183.06,53.2,256.9,Beverley,Beverley Soaring Society,AU-WA,G 102 Club Astir
30/12/2019,David Nash,239.98,92.56,228.38,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus a
30/12/2019,Kathryn Fosha,147.17,61.43,167.89532,Lake Keepit,Sierra Soaring Club,AU-NSW,Discus b
29/12/2019,David Collins,903.62,116.97,1046.1,Sunraysia,Sunraysia Gliding Club,AU-VIC,LS 3a
29/12/2019,Bernie Sizer,820.22,126.04,1035.32,Tocumwal,Southern Riverina Gliding Club,AU-NSW,PIK-20 B
29/12/2019,Grant Heaney,806.4,112.91,917.81,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
29/12/2019,Robert Nicholls,831.82,132.95,908.81,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
29/12/2019,Jaroslaw Mosiejewski,718.9,111.94,863.54,Tocumwal,Geelong Gliding Club,AU-NSW,PIK-20 B
29/12/2019,Nick Woods,614.04,132.85,668.1252,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
29/12/2019,James Moffat,455.92,107.58,508.32,Warkworth,Hunter Valley Gliding Club,AU-NSW,Mosquito
29/12/2019,Michael Durrant,191.83,75.62,202.34,Leeton,Geelong Gliding Club,AU-NSW,SZD-38 Jantar 1
29/12/2019,Patrick Dunn,181.02,73.02,190.72,Leeton,Waikerie Gliding Club,AU-NSW,Kestrel 17m
28/12/2019,Mike Sabin,327.59,81.47,328.47,Boonah,Boonah Gliding Club,AU-QLD,Nimbus 3T 25.5m
28/12/2019,Nathan Johnson,242.49,67.08,277.293,Warwick,Temora Gliding Club,AU-QLD,Std. Cirrus WL
28/12/2019,Patrick Dunn,238.54,100.65,271.63,Leeton,Waikerie Gliding Club,AU-NSW,Kestrel 17m
28/12/2019,Michael Durrant,264.8,113.59,241.83,Leeton,Geelong Gliding Club,AU-NSW,SZD-38 Jantar 1
28/12/2019,Kimberly Olsen,8.16,112.55,9.09,Lake Keepit,N/A,AU-NSW,Pegase
27/12/2019,Grant Heaney,592.66,99.26,670.58,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
27/12/2019,David Holmes,360.19,121.66,358.20084,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,ASG 29 E 18m
27/12/2019,Raymond Caldon,326.27,101.39,287.30682,Cootamundra,Southern Cross Gliding Club,AU-NSW,LS 6 18m
27/12/2019,Patrick Dunn,218.75,85.11,238.9,Leeton,Waikerie Gliding Club,AU-NSW,Kestrel 17m
27/12/2019,Peter Brunton ,168.33,45.72,194.2,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus b
27/12/2019,Andrew King,65.27,40.59,85.19,Beverley,Beverley Soaring Society,AU-WA,G 102 Club Astir
27/12/2019,James Moffat,80.61,55.64,81.45,Warkworth,Hunter Valley Gliding Club,AU-NSW,Mosquito
27/12/2019,James Moffat,80.61,55.63,81.44,Warkworth,Hunter Valley Gliding Club,AU-NSW,Mosquito
27/12/2019,Matthew Atkinson,64.1,70.74,61.888134,Lake Keepit,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
26/12/2019,Nick Woods,359.61,91.57,356.1395,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
26/12/2019,Robert Nicholls,329.47,94.93,351.02,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
25/12/2019,Adam Woolley,381.88,99.74,394.91,Lake Keepit,Kingaroy Soaring Club,AU-NSW,Ventus 2a
25/12/2019,Nick Woods,215.39,84,226.76637,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
24/12/2019,Nick Woods,468.49,98.31,461.57227,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
24/12/2019,Adam Woolley,138.56,90.61,149.25,Lake Keepit,Kingaroy Soaring Club,AU-NSW,Ventus 2a
22/12/2019,Nick Woods,270.5,92.57,288.87143,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
22/12/2019,Mike Sabin,59.83,53.01,59.21,Boonah,Boonah Gliding Club,AU-QLD,Nimbus 3T 25.5m
21/12/2019,Matthew Atkinson,612.36,127.21,661.56,Narromine,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
19/12/2019,Adam Woolley,348.73,91.14,355.39,Tocumwal,Kingaroy Soaring Club,AU-NSW,ASG 29 18m
19/12/2019,Norm Bloch,314.46,98.28,320.68,Tocumwal,Beverley Soaring Society,AU-NSW,JS3 TJ 18m
19/12/2019,Bernie Sizer,259.22,82.31,319.4,Tocumwal,Southern Riverina Gliding Club,AU-NSW,PIK-20 B
19/12/2019,Nick Woods,321.85,84.9,318.87564,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
19/12/2019,Matthew Atkinson,296.98,89.87,317.63,Tocumwal,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
19/12/2019,Ailsa McMillan,350.86,83.16,302.1689,Tocumwal,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
19/12/2019,Casey Lewis,276.41,71.29,283.16,Tocumwal,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
19/12/2019,Ray Stewart,313.5,80.83,267.3882,Tocumwal,Kingaroy Soaring Club,AU-NSW,JS3 TJ 18m
19/12/2019,Peter Trotter,284.14,92.97,267.13,Tocumwal,Kingaroy Soaring Club,AU-NSW,LS 8
18/12/2019,Robert Nicholls,526.44,107.11,528.28,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
18/12/2019,Grant Heaney,386.77,83.69,430.86,Tocumwal,SportAviation Tocumwal,AU-NSW,SZD-42 Jantar 2
18/12/2019,Nick Woods,391.09,93.78,412.1126,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
17/12/2019,Nick Woods,270.16,84.13,287.05292,Benalla,Gliding Club of Victoria,AU-VIC,ASG 29 18m
17/12/2019,Robert Nicholls,194.08,75.04,206.93,Benalla,Gliding Club of Victoria,AU-VIC,Ventus 2cxT 18m
17/12/2019,Adam Woolley,109.31,50.45,105.96,Tocumwal,Kingaroy Soaring Club,AU-NSW,ASG 29 18m
17/12/2019,Peter Trotter,52.35,51.28,55.31,Tocumwal,Kingaroy Soaring Club,AU-NSW,LS 8
17/12/2019,Casey Lewis,31.9,55.32,29.57,Tocumwal,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
16/12/2019,Ray Stewart,386.08,77.39,386.1059,Tocumwal,Kingaroy Soaring Club,AU-NSW,JS3 TJ 18m
16/12/2019,Adam Woolley,381.44,72.67,379.37,Tocumwal,Kingaroy Soaring Club,AU-NSW,ASG 29 18m
16/12/2019,Bernie Sizer,320.79,81.71,376.46,Tocumwal,Southern Riverina Gliding Club,AU-NSW,PIK-20 B
16/12/2019,Matthew Atkinson,377.71,69.46,373.1983,Tocumwal,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
16/12/2019,Ailsa McMillan,381.03,78.76,372.5647,Tocumwal,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
16/12/2019,Casey Lewis,384.72,80.09,371.38,Tocumwal,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
16/12/2019,Michael Durrant,320.14,70.32,357.62,Tocumwal,Geelong Gliding Club,AU-NSW,LS 8
16/12/2019,Peter Trotter,319.55,82.52,355.8,Tocumwal,Kingaroy Soaring Club,AU-NSW,LS 8
16/12/2019,Norm Bloch,376.57,75.64,315.29,Tocumwal,Beverley Soaring Society,AU-NSW,JS3 TJ 18m
15/12/2019,Daryl Mackay,822,115.47,965.18,Beverley,Beverley Soaring Society,AU-WA,ASW 20
15/12/2019,Richard McLean,521.11,107.06,702.5,Beverley,Beverley Soaring Society,AU-WA,G 102 Astir CS
15/12/2019,Derek McAllan,537.26,92.28,693.8,Cunderdin,Gliding Club of Western Australia,AU-WA,SZD-48 Jantar Std. 2
15/12/2019,Daryl Speight,224.83,82.43,238.25,McCaffery Field,Darling Downs Soaring Club,AU-QLD,Discus a
15/12/2019,Adam Woolley,182.07,91.44,175.45,Tocumwal,Kingaroy Soaring Club,AU-NSW,ASG 29 18m
15/12/2019,Ailsa McMillan,180.18,88.31,174.43613,Tocumwal,Gliding Club of Victoria,AU-NSW,JS1 TJ 18m
15/12/2019,Ray Stewart,172.86,85.82,168.59747,Tocumwal,Kingaroy Soaring Club,AU-NSW,JS3 TJ 18m
15/12/2019,Casey Lewis,173.35,91.57,165.89,Tocumwal,Lake Keepit Soaring Club,AU-NSW,JS3 TJ 18m
15/12/2019,Norm Bloch,173.52,85.09,165.88,Tocumwal,Beverley Soaring Society,AU-NSW,JS3 TJ 18m
15/12/2019,Matthew Atkinson,148.84,71.81,149.22287,Tocumwal,Lake Keepit Soaring Club,AU-NSW,Ventus 2cx 18m
